Customer,State,Customer Lifetime Value,Response,Coverage,Education,Effective To Date,EmploymentStatus,Gender,Income,Location Code,Marital Status,Monthly Premium Auto,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Policy Type,Policy,Renew Offer Type,Sales Channel,Total Claim Amount,Vehicle Class,Vehicle Size,Vehicle Type
DM76654,California,46611.87,No,Extended,College,2/6/11,Employed,M,22022.0,Suburban,Single,136,35.0,1,0.0,2,Personal Auto,Personal L2,Offer2,Branch,979.2,SUV,Large,
NW23827,California,4652.91,No,Basic,College,1/5/11,Unemployed,F,,Rural,Married,63,,23,,7,Personal Auto,Personal L3,Offer1,Agent,151.23,Four-Door Car,Medsize,
BS91566,Arizona,5431.22,No,Basic,College,2/4/11,Employed,F,58161.0,Rural,Married,68,,19,,5,Corporate Auto,Corporate L2,Offer2,Call Center,140.75,Four-Door Car,Large,A
CQ78705,,7145.3,,Extended,College,2/9/11,Employed,F,92681.0,Suburban,Divorced,91,8.0,23,3.0,8,Personal Auto,Personal L1,Offer3,Web,436.8,Four-Door Car,Medsize,
JY97451,California,2631.88,No,Basic,College,1/8/11,Disabled,F,16976.0,Urban,Married,69,23.0,54,0.0,1,Personal Auto,Personal L3,Offer1,Agent,238.95,Four-Door Car,Medsize,
TM33419,Washington,5255.58,No,Extended,College,1/20/11,Employed,F,44536.0,Rural,Single,137,12.0,22,1.0,1,Personal Auto,Personal L2,Offer1,Branch,46.95,SUV,Medsize,A
QJ64737,California,6165.86,No,Extended,High School or Below,2/23/11,Employed,F,60884.0,Suburban,Married,77,10.0,56,0.0,4,Personal Auto,Personal L3,Offer2,Branch,491.85,Four-Door Car,Small,
JE84351,Oregon,6938.87,No,Extended,Bachelor,1/4/11,Employed,M,53133.0,Suburban,Single,91,11.0,6,0.0,9,Personal Auto,Personal L3,Offer2,Agent,652.39,Two-Door Car,Small,A
NB40107,Arizona,2695.46,No,Extended,High School or Below,1/23/11,Unemployed,M,,Suburban,Single,76,33.0,84,0.0,1,Corporate Auto,Corporate L1,Offer1,Web,547.2,Four-Door Car,Small,A
LE26899,California,4825.5,No,Basic,Doctor,2/15/11,Unemployed,M,,Urban,Married,63,8.0,27,0.0,9,Personal Auto,Personal L2,Offer3,Branch,272.84,Four-Door Car,Medsize,A
LN44535,Washington,7284.45,No,Extended,College,1/3/11,Employed,F,44605.0,Suburban,Married,91,,45,,7,Personal Auto,Personal L3,Offer1,Branch,436.8,Four-Door Car,Medsize,A
WH36754,,19088.34,,Basic,College,1/21/11,Employed,F,32775.0,Urban,Divorced,61,10.0,73,0.0,2,Personal Auto,Personal L1,Offer1,Branch,251.89,Four-Door Car,Small,
ZJ18419,Washington,5802.84,No,Extended,College,2/28/11,Unemployed,F,,Suburban,Married,78,27.0,10,0.0,8,Personal Auto,Personal L1,Offer1,Branch,644.76,Four-Door Car,Small,A
IC13702,California,6968.34,No,Basic,Bachelor,1/10/11,Unemployed,F,,Suburban,Single,69,33.0,61,1.0,2,Personal Auto,Personal L3,Offer1,Agent,496.8,Four-Door Car,Small,A
DE59454,Nevada,2557.59,No,Basic,Bachelor,2/7/11,Employed,M,72202.0,Suburban,Married,63,12.0,13,0.0,1,Corporate Auto,Corporate L3,Offer2,Branch,453.6,Two-Door Car,Small,A
TI47802,California,2593.4,No,Basic,Master,2/1/11,Unemployed,F,,Suburban,Married,69,29.0,35,0.0,1,Personal Auto,Personal L3,Offer4,Branch,331.2,Two-Door Car,Medsize,
SJ95423,Arizona,8819.02,Yes,Basic,High School or Below,1/10/11,Employed,M,99845.0,Suburban,Married,110,23.0,25,1.0,8,Corporate Auto,Corporate L3,Offer2,Branch,528.0,SUV,Medsize,A
BO87401,Nevada,8714.92,Yes,Basic,College,2/21/11,Unemployed,F,,Suburban,Divorced,118,14.0,64,0.0,4,Personal Auto,Personal L1,Offer1,Agent,566.4,SUV,Medsize,
EL44544,Oregon,13009.24,No,Basic,High School or Below,2/7/11,Employed,F,57591.0,Suburban,Divorced,66,5.0,74,0.0,2,Corporate Auto,Corporate L3,Offer1,Agent,316.8,Four-Door Car,Medsize,
TZ19823,California,3265.16,Yes,Extended,Bachelor,1/26/11,Employed,F,25820.0,Suburban,Divorced,82,10.0,69,0.0,1,Personal Auto,Personal L3,Offer1,Agent,393.6,Four-Door Car,Medsize,A
FG16885,Arizona,15814.75,No,Premium,College,2/27/11,Unemployed,M,,Suburban,Single,146,7.0,50,0.0,2,Personal Auto,Personal L2,Offer2,Web,1055.44,SUV,Medsize,
DA34555,California,3363.0,No,Extended,College,2/20/11,Employed,F,80138.0,Urban,Married,83,3.0,33,0.0,1,Personal Auto,Personal L3,Offer4,Branch,209.43,,,
BZ81849,Arizona,7494.09,No,Basic,Bachelor,2/6/11,Unemployed,F,,Suburban,Married,68,6.0,25,0.0,2,Personal Auto,Personal L3,Offer3,Call Center,326.4,,,
AU46443,Nevada,7517.08,No,Basic,Bachelor,2/28/11,Unemployed,F,,Suburban,Single,102,19.0,13,0.0,3,Personal Auto,Personal L3,Offer1,Agent,1179.0,SUV,Medsize,A
KI70852,Nevada,3569.86,No,Basic,Bachelor,2/27/11,Unemployed,F,,Suburban,Single,101,12.0,38,0.0,1,Personal Auto,Personal L3,Offer1,Call Center,1201.09,SUV,Small,
WN91943,California,12948.4,No,Premium,College,1/21/11,Employed,M,30763.0,Suburban,Single,111,28.0,19,0.0,2,Personal Auto,Personal L1,Offer1,Agent,1072.53,Four-Door Car,Medsize,A
ED59130,Arizona,16705.1,No,Extended,Bachelor,1/19/11,Employed,M,74900.0,Suburban,Married,208,31.0,63,0.0,6,Personal Auto,Personal L1,Offer3,Call Center,998.4,Luxury SUV,Medsize,A
AY19539,California,6005.85,Yes,Extended,College,2/23/11,Retired,M,13528.0,Suburban,Single,86,21.0,35,0.0,3,Personal Auto,Personal L3,Offer1,Agent,412.8,Four-Door Car,Medsize,A
LC27380,Oregon,5720.9,No,Basic,High School or Below,1/6/11,Employed,F,32224.0,Rural,Married,72,27.0,21,0.0,3,Personal Auto,Personal L2,Offer1,Branch,19.28,Four-Door Car,Medsize,
YD27780,Arizona,10103.65,No,Extended,Bachelor,1/19/11,Employed,F,72334.0,Urban,Married,129,26.0,66,3.0,6,Corporate Auto,Corporate L2,Offer3,Call Center,412.83,SUV,Medsize,A
BP69529,Arizona,9915.9,No,Extended,Bachelor,1/23/11,Employed,M,30604.0,Suburban,Divorced,131,35.0,76,2.0,3,Corporate Auto,Corporate L3,Offer2,Agent,984.17,SUV,Medsize,
PU25554,Oregon,2885.33,No,Basic,Bachelor,1/30/11,Employed,F,62579.0,Urban,Married,72,33.0,53,0.0,1,Personal Auto,Personal L2,Offer4,Agent,326.24,Four-Door Car,Medsize,A
OT42923,California,2751.25,No,Basic,High School or Below,2/20/11,Employed,M,86788.0,Suburban,Single,70,,68,,1,Personal Auto,Personal L3,Offer2,Agent,336.0,Four-Door Car,Medsize,
QQ89253,Oregon,10221.81,No,Extended,College,1/22/11,Unemployed,F,,Suburban,Married,134,,16,,4,Personal Auto,Personal L3,Offer1,Agent,643.2,SUV,Small,A
AT41276,California,8110.54,No,Basic,Bachelor,2/11/11,Employed,M,36554.0,Suburban,Married,70,6.0,62,1.0,2,Personal Auto,Personal L2,Offer4,Call Center,433.39,Two-Door Car,Small,A
XR17548,Oregon,5064.13,No,Basic,High School or Below,2/22/11,Employed,M,78735.0,Urban,Married,63,32.0,53,1.0,6,Personal Auto,Personal L1,Offer2,Branch,225.56,Four-Door Car,Medsize,A
ZN96843,Arizona,2414.77,No,Basic,Bachelor,1/10/11,Unemployed,M,,Suburban,Single,67,3.0,54,0.0,1,Personal Auto,Personal L1,Offer1,Branch,482.4,Two-Door Car,Large,
FR15853,Nevada,6366.23,Yes,Extended,High School or Below,1/7/11,Employed,M,44368.0,Suburban,Married,80,5.0,72,0.0,3,Corporate Auto,Corporate L2,Offer2,Call Center,384.0,Two-Door Car,Large,
ZJ22132,Oregon,3130.68,No,Extended,High School or Below,1/7/11,Employed,F,42056.0,Urban,Married,78,21.0,2,0.0,1,Personal Auto,Personal L3,Offer1,Agent,221.95,Four-Door Car,Large,
IY77611,,26223.81,,Basic,High School or Below,1/7/11,Unemployed,M,,Suburban,Single,115,,15,,2,Corporate Auto,Corporate L3,Offer1,Call Center,828.0,SUV,Medsize,
RY23571,California,2483.67,No,Basic,Bachelor,1/1/11,Employed,F,75615.0,Rural,Married,65,16.0,39,5.0,1,Personal Auto,Personal L3,Offer2,Branch,156.55,Four-Door Car,Medsize,
JA93297,California,22658.54,Yes,Basic,Bachelor,1/25/11,Retired,M,23665.0,Suburban,Married,67,19.0,50,0.0,2,Personal Auto,Personal L2,Offer1,Branch,404.82,Four-Door Car,Medsize,A
VO30155,Nevada,5421.54,No,Basic,High School or Below,1/13/11,Employed,M,85447.0,Suburban,Single,71,23.0,2,2.0,3,Corporate Auto,Corporate L2,Offer4,Branch,510.0,Four-Door Car,Medsize,
CB62406,,6803.6,,Premium,High School or Below,2/4/11,Employed,M,43758.0,Suburban,Married,171,16.0,29,0.0,1,Corporate Auto,Corporate L3,Offer1,Call Center,1129.93,SUV,Medsize,
EY74093,Nevada,5004.14,No,Basic,High School or Below,2/21/11,Employed,M,86834.0,Rural,Single,64,2.0,93,0.0,8,Corporate Auto,Corporate L1,Offer4,Agent,0.1,Four-Door Car,Medsize,A
GT41712,California,5414.32,No,Basic,Bachelor,1/19/11,Unemployed,F,,Rural,Married,74,17.0,51,0.0,4,Personal Auto,Personal L3,Offer1,Agent,78.58,Four-Door Car,Medsize,A
OC32181,Nevada,5708.02,No,Basic,High School or Below,2/10/11,Employed,F,70279.0,Urban,Single,71,17.0,25,0.0,7,Special Auto,Special L3,Offer4,Call Center,331.23,Four-Door Car,Medsize,A
UF46533,California,4574.52,No,Basic,College,1/30/11,Employed,F,99316.0,Suburban,Single,114,26.0,53,0.0,1,Corporate Auto,Corporate L3,Offer2,Branch,754.36,SUV,Medsize,A
QT84069,,50568.26,,Extended,Master,2/28/11,Employed,M,82081.0,Urban,Married,249,1.0,62,0.0,2,Personal Auto,Personal L1,Offer2,Branch,753.76,Luxury SUV,Small,A
UA94723,Oregon,4428.03,Yes,Basic,High School or Below,1/29/11,Employed,F,58577.0,Urban,Married,110,6.0,62,0.0,1,Personal Auto,Personal L3,Offer1,Agent,303.87,SUV,Medsize,
PG90331,California,18635.9,No,Basic,College,2/14/11,Disabled,M,11656.0,Suburban,Married,70,19.0,8,0.0,2,Personal Auto,Personal L2,Offer3,Agent,336.0,Two-Door Car,Medsize,A
YD65161,,2912.6,,Basic,Bachelor,1/18/11,Employed,F,65436.0,Rural,Married,73,14.0,55,0.0,1,Personal Auto,Personal L3,Offer4,Agent,40.75,Four-Door Car,Small,
HX63408,Arizona,4822.44,No,Basic,Bachelor,1/23/11,Employed,M,73769.0,Rural,Divorced,61,24.0,84,0.0,6,Corporate Auto,Corporate L1,Offer1,Branch,121.65,Four-Door Car,Medsize,
DS34823,Arizona,4250.28,Yes,Basic,High School or Below,1/18/11,Unemployed,F,,Suburban,Single,61,,1,,7,Personal Auto,Personal L2,Offer1,Agent,292.8,Four-Door Car,Small,
PA56702,Arizona,8569.36,No,Basic,Doctor,2/9/11,Unemployed,M,,Suburban,Married,117,13.0,11,0.0,8,Personal Auto,Personal L1,Offer4,Agent,957.13,SUV,Small,
EE53627,Oregon,2242.09,No,Basic,High School or Below,2/28/11,Disabled,M,12131.0,Urban,Single,64,32.0,60,1.0,1,Personal Auto,Personal L2,Offer3,Call Center,251.45,Four-Door Car,Medsize,
IA90990,California,10004.75,No,Extended,High School or Below,1/27/11,Unemployed,F,,Suburban,Single,89,,55,,2,Corporate Auto,Corporate L3,Offer2,Branch,640.8,Two-Door Car,Medsize,A
KL17620,California,7130.29,No,Basic,College,1/28/11,Disabled,F,12062.0,Suburban,Single,63,3.0,42,0.0,2,Corporate Auto,Corporate L1,Offer4,Web,302.4,Four-Door Car,Medsize,A
FG35165,Washington,2480.49,No,Basic,College,2/27/11,Employed,F,50516.0,Urban,Married,62,34.0,95,0.0,1,Personal Auto,Personal L3,Offer1,Branch,179.63,Four-Door Car,Medsize,A
CE12380,Arizona,20090.44,No,Basic,College,1/11/11,Unemployed,F,,Urban,Single,66,16.0,19,1.0,2,Corporate Auto,Corporate L3,Offer1,Agent,252.15,,,
WO94087,Arizona,6361.95,No,Extended,Bachelor,1/12/11,Unemployed,F,,Suburban,Married,87,17.0,33,0.0,3,Corporate Auto,Corporate L1,Offer4,Agent,417.6,Four-Door Car,Medsize,
ZD63451,California,2503.66,No,Basic,Bachelor,1/11/11,Employed,M,53338.0,Rural,Married,63,,35,,1,Personal Auto,Personal L2,Offer4,Agent,35.45,Four-Door Car,Medsize,A
SY29553,Oregon,2585.44,No,Basic,High School or Below,1/6/11,Unemployed,F,,Suburban,Married,73,14.0,36,2.0,1,Personal Auto,Personal L3,Offer2,Agent,350.4,Four-Door Car,Medsize,
AR83514,Arizona,7153.67,No,Extended,High School or Below,1/7/11,Employed,F,59522.0,Suburban,Married,89,0.0,8,0.0,3,Corporate Auto,Corporate L2,Offer2,Web,427.2,Four-Door Car,Small,
BH52611,California,11447.51,No,Premium,Bachelor,1/14/11,Employed,F,27362.0,Urban,Married,144,23.0,28,0.0,8,Personal Auto,Personal L2,Offer1,Branch,422.78,SUV,Medsize,
CK15380,California,2784.91,No,Basic,High School or Below,2/12/11,Disabled,F,20814.0,Urban,Married,72,16.0,57,0.0,1,Personal Auto,Personal L2,Offer3,Call Center,288.59,Four-Door Car,Medsize,A
GK98989,Washington,5625.91,No,Extended,Bachelor,1/17/11,Unemployed,M,,Suburban,Single,85,34.0,31,0.0,3,Corporate Auto,Corporate L3,Offer2,Call Center,872.2,Four-Door Car,Small,
WD38315,California,4520.34,No,Basic,College,1/23/11,Unemployed,M,,Suburban,Single,61,7.0,1,0.0,4,Personal Auto,Personal L3,Offer1,Agent,304.16,Four-Door Car,Medsize,A
EP82214,Arizona,26180.81,No,Extended,High School or Below,1/7/11,Employed,F,68189.0,Urban,Married,82,,17,,2,Special Auto,Special L2,Offer2,Branch,343.12,Four-Door Car,Medsize,
KP22549,Oregon,3155.91,No,Extended,Bachelor,2/6/11,Employed,M,58213.0,Rural,Married,79,22.0,50,0.0,1,Personal Auto,Personal L3,Offer1,Agent,39.71,Four-Door Car,Medsize,
HR44460,California,26338.59,No,Basic,Bachelor,1/14/11,Employed,F,60970.0,Rural,Divorced,110,20.0,10,0.0,2,Personal Auto,Personal L3,Offer1,Agent,94.5,SUV,Medsize,
DR88293,Arizona,8478.82,No,Extended,Bachelor,1/31/11,Unemployed,M,,Rural,Married,77,25.0,48,0.0,2,Personal Auto,Personal L1,Offer1,Branch,12.6,Four-Door Car,Medsize,A
PT15464,Arizona,9148.88,No,Basic,Bachelor,2/3/11,Employed,F,68236.0,Rural,Married,114,2.0,75,0.0,6,Personal Auto,Personal L3,Offer2,Agent,20.73,SUV,Medsize,
WL67313,California,10014.06,No,Extended,College,2/5/11,Unemployed,F,,Suburban,Single,98,19.0,17,1.0,2,Personal Auto,Personal L3,Offer1,Branch,705.6,Two-Door Car,Small,A
JQ29969,Oregon,4236.47,No,Premium,Bachelor,1/30/11,Employed,F,59038.0,Suburban,Married,105,0.0,31,0.0,1,Personal Auto,Personal L2,Offer1,Agent,588.27,Two-Door Car,Medsize,
QJ21876,California,5666.7,No,Premium,College,2/26/11,Employed,F,48156.0,Suburban,Divorced,143,9.0,20,0.0,1,Personal Auto,Personal L3,Offer1,Web,686.4,SUV,Medsize,A
EK13316,Arizona,5416.41,No,Basic,Bachelor,2/11/11,Employed,F,53249.0,Suburban,Married,67,32.0,10,0.0,3,Personal Auto,Personal L3,Offer2,Web,343.34,Four-Door Car,Large,A
RK76184,Arizona,2159.25,No,Basic,College,2/7/11,Unemployed,M,,Suburban,Married,61,9.0,39,0.0,1,Personal Auto,Personal L3,Offer2,Web,292.8,Four-Door Car,Medsize,A
AP95078,Oregon,7855.32,No,Basic,Bachelor,1/10/11,Employed,M,37229.0,Suburban,Married,67,9.0,36,0.0,2,Personal Auto,Personal L2,Offer4,Branch,321.6,Four-Door Car,Medsize,A
BC31913,Arizona,11718.42,No,Basic,Bachelor,2/7/11,Employed,F,73903.0,Suburban,Married,73,30.0,39,0.0,2,Corporate Auto,Corporate L3,Offer2,Web,439.36,Four-Door Car,Small,A
LI11560,California,5580.82,No,Basic,Bachelor,2/5/11,Employed,F,57883.0,Suburban,Married,69,4.0,0,0.0,9,Personal Auto,Personal L3,Offer3,Agent,431.85,Four-Door Car,Small,A
SX87181,California,4916.48,No,Basic,Bachelor,2/6/11,Unemployed,F,,Suburban,Single,65,21.0,61,0.0,7,Personal Auto,Personal L3,Offer1,Agent,312.0,Two-Door Car,Large,
CN31328,Arizona,5480.7,No,Basic,College,1/6/11,Employed,F,46946.0,Suburban,Divorced,70,10.0,37,0.0,9,Personal Auto,Personal L3,Offer2,Web,336.0,Four-Door Car,Medsize,A
CW15758,Oregon,9215.54,No,Basic,College,2/6/11,Employed,F,71888.0,Suburban,Married,115,14.0,33,0.0,4,Personal Auto,Personal L3,Offer1,Agent,552.0,SUV,Small,A
WY80801,California,19357.8,No,Premium,High School or Below,1/5/11,Employed,F,25561.0,Suburban,Married,163,3.0,25,0.0,2,Corporate Auto,Corporate L1,Offer2,Agent,983.37,SUV,Medsize,
NX18821,Oregon,5564.74,No,Basic,Master,2/2/11,Employed,M,49833.0,Suburban,Married,69,5.0,74,0.0,7,Personal Auto,Personal L3,Offer3,Agent,331.2,Four-Door Car,Small,
XW13033,Nevada,8009.47,No,Basic,College,2/15/11,Employed,M,20961.0,Suburban,Married,67,20.0,33,0.0,2,Personal Auto,Personal L1,Offer2,Agent,321.6,Four-Door Car,Medsize,
XO46388,California,5146.81,No,Basic,Bachelor,1/25/11,Disabled,F,22594.0,Suburban,Married,67,22.0,41,0.0,3,Personal Auto,Personal L2,Offer1,Call Center,321.6,Four-Door Car,Medsize,A
GB66110,California,4422.41,No,Basic,Bachelor,2/13/11,Unemployed,M,,Suburban,Single,62,10.0,97,0.0,3,Personal Auto,Personal L1,Offer1,Branch,722.43,Two-Door Car,Small,A
LZ10377,California,6802.07,No,Extended,High School or Below,1/22/11,Employed,M,47451.0,Suburban,Married,87,0.0,31,1.0,6,Personal Auto,Personal L3,Offer2,Agent,417.6,Four-Door Car,Medsize,A
PT34656,California,5380.9,Yes,Basic,College,2/24/11,Employed,F,55350.0,Suburban,Married,67,0.0,13,0.0,9,Personal Auto,Personal L1,Offer1,Agent,321.6,Four-Door Car,Medsize,
YK36937,Washington,5791.01,No,Basic,College,1/8/11,Employed,M,33799.0,Suburban,Married,74,8.0,47,1.0,3,Personal Auto,Personal L3,Offer3,Agent,355.2,Four-Door Car,Medsize,A
NQ71171,California,5107.07,No,Basic,Bachelor,2/2/11,Employed,M,70174.0,Rural,Married,64,18.0,80,0.0,7,Personal Auto,Personal L2,Offer1,Agent,128.9,Four-Door Car,Medsize,A
BG44829,Oregon,10760.18,No,Extended,High School or Below,1/16/11,Employed,F,74835.0,Rural,Married,133,14.0,89,0.0,7,Corporate Auto,Corporate L2,Offer1,Branch,107.65,SUV,Medsize,
PH85036,,5482.55,,Basic,Bachelor,2/10/11,Employed,F,79325.0,Urban,Married,68,4.0,31,0.0,4,Corporate Auto,Corporate L2,Offer2,Agent,251.29,Four-Door Car,Medsize,A
GN64199,,2652.29,,Basic,Doctor,2/2/11,Unemployed,F,,Suburban,Single,73,2.0,35,0.0,1,Personal Auto,Personal L2,Offer1,Branch,490.69,Four-Door Car,Medsize,A
WI86229,,7807.22,,Extended,Master,1/24/11,Employed,M,52162.0,Urban,Divorced,99,1.0,63,0.0,4,Personal Auto,Personal L2,Offer1,Agent,251.15,Two-Door Car,Large,A
MA68039,California,3635.03,No,Extended,High School or Below,1/16/11,Employed,M,35056.0,Suburban,Married,96,12.0,52,3.0,1,Personal Auto,Personal L3,Offer4,Call Center,460.8,Two-Door Car,Medsize,
XW18691,Washington,7751.93,No,Premium,Doctor,1/18/11,Employed,M,67787.0,Rural,Married,194,9.0,73,0.0,1,Personal Auto,Personal L3,Offer4,Web,469.26,SUV,Medsize,A
VP91482,Oregon,3614.08,No,Basic,Bachelor,2/16/11,Unemployed,M,,Suburban,Single,103,35.0,76,0.0,1,Personal Auto,Personal L2,Offer1,Agent,741.6,SUV,Medsize,A
NG85002,Washington,10515.97,No,Extended,High School or Below,1/26/11,Employed,M,21499.0,Suburban,Married,135,34.0,28,1.0,3,Corporate Auto,Corporate L3,Offer2,Branch,648.0,SUV,Medsize,A
OG17756,Arizona,4904.89,Yes,Extended,College,2/14/11,Retired,F,12902.0,Suburban,Divorced,139,3.0,51,0.0,1,Personal Auto,Personal L2,Offer1,Agent,667.2,Sports Car,Medsize,
TG67664,California,2659.71,Yes,Extended,College,2/19/11,Unemployed,F,,Suburban,Divorced,87,4.0,4,3.0,1,Personal Auto,Personal L3,Offer2,Agent,420.04,Four-Door Car,Medsize,A
KD70601,Washington,5647.15,No,Basic,College,1/9/11,Employed,F,54834.0,Urban,Single,72,23.0,13,0.0,8,Corporate Auto,Corporate L3,Offer3,Web,186.19,Four-Door Car,Medsize,A
HY32811,California,7850.13,No,Basic,Bachelor,1/10/11,Employed,F,67186.0,Urban,Single,66,22.0,20,0.0,2,Personal Auto,Personal L2,Offer3,Branch,184.94,Four-Door Car,Small,A
CQ72935,Arizona,4974.8,Yes,Basic,Bachelor,1/18/11,Employed,M,75644.0,Suburban,Divorced,65,5.0,68,3.0,9,Personal Auto,Personal L3,Offer2,Branch,467.8,Two-Door Car,Medsize,A
FA15811,Nevada,9426.38,No,Extended,College,2/5/11,Employed,F,38910.0,Rural,Married,78,3.0,78,0.0,2,Personal Auto,Personal L2,Offer2,Branch,20.21,Two-Door Car,Medsize,A
FY32213,California,5595.39,Yes,Basic,High School or Below,2/5/11,Employed,F,74454.0,Suburban,Single,71,25.0,29,0.0,3,Personal Auto,Personal L3,Offer2,Call Center,340.8,Four-Door Car,Medsize,
VV97308,California,7522.9,No,Basic,High School or Below,1/26/11,Employed,M,55916.0,Suburban,Married,63,23.0,41,0.0,2,Personal Auto,Personal L2,Offer4,Agent,302.4,Four-Door Car,Medsize,
AC24378,Arizona,7477.18,No,Extended,High School or Below,1/19/11,Employed,F,48552.0,Urban,Married,94,5.0,54,0.0,9,Corporate Auto,Corporate L3,Offer4,Call Center,262.75,Four-Door Car,Medsize,A
IS63925,,7805.31,,Basic,College,1/27/11,Retired,F,21073.0,Suburban,Divorced,106,25.0,54,1.0,3,Personal Auto,Personal L2,Offer1,Agent,508.8,SUV,Small,
FI13966,Oregon,22207.83,No,Premium,High School or Below,1/3/11,Employed,F,40450.0,Suburban,Married,287,8.0,20,3.0,7,Personal Auto,Personal L3,Offer3,Branch,1377.6,Luxury SUV,Small,
AN32867,California,3124.93,No,Extended,Bachelor,2/19/11,Employed,M,81285.0,Suburban,Single,81,18.0,2,2.0,1,Personal Auto,Personal L3,Offer1,Branch,441.77,Four-Door Car,Medsize,
MO33279,California,5592.46,No,Basic,College,1/12/11,Employed,F,62229.0,Suburban,Divorced,70,13.0,26,0.0,5,Personal Auto,Personal L2,Offer3,Agent,336.0,Two-Door Car,Medsize,
BL29240,Oregon,2858.29,No,Basic,Bachelor,2/4/11,Employed,M,81893.0,Rural,Married,73,20.0,70,3.0,1,Corporate Auto,Corporate L2,Offer2,Call Center,151.38,Four-Door Car,Medsize,A
KG23128,Oregon,6057.07,Yes,Extended,Bachelor,2/14/11,Retired,M,27681.0,Suburban,Married,83,13.0,62,0.0,9,Personal Auto,Personal L3,Offer2,Agent,398.4,Two-Door Car,Medsize,
CR40615,Arizona,3106.48,No,Extended,Bachelor,1/2/11,Disabled,M,22076.0,Suburban,Single,85,30.0,53,0.0,1,Personal Auto,Personal L2,Offer1,Web,422.77,Four-Door Car,Medsize,A
FX55923,Arizona,5372.91,No,Basic,Bachelor,2/22/11,Employed,M,50405.0,Rural,Divorced,70,6.0,21,1.0,9,Personal Auto,Personal L2,Offer3,Call Center,7.07,Four-Door Car,Medsize,
ZO54248,California,3090.13,No,Extended,High School or Below,1/17/11,Employed,F,23970.0,Rural,Married,77,13.0,19,0.0,1,Personal Auto,Personal L2,Offer2,Call Center,43.96,Four-Door Car,Medsize,
JK35644,Oregon,3551.79,No,Extended,Master,1/29/11,Disabled,M,11607.0,Urban,Single,96,19.0,38,0.0,1,Corporate Auto,Corporate L1,Offer4,Agent,313.35,Four-Door Car,Medsize,A
ZK90062,Arizona,14166.2,No,Basic,Bachelor,2/14/11,Employed,M,67588.0,Suburban,Divorced,118,0.0,58,0.0,2,Personal Auto,Personal L2,Offer1,Agent,566.4,Sports Car,Medsize,A
EC22495,Oregon,3145.46,No,Extended,High School or Below,2/7/11,Employed,M,52082.0,Suburban,Married,79,2.0,47,0.0,1,Personal Auto,Personal L3,Offer4,Branch,379.2,Four-Door Car,Small,A
PV62583,Nevada,9799.18,No,Extended,College,1/3/11,Medical Leave,M,22166.0,Suburban,Married,126,,22,,6,Personal Auto,Personal L3,Offer1,Web,604.8,SUV,Medsize,A
XZ87318,Oregon,5380.9,Yes,Basic,College,2/24/11,Employed,F,55350.0,Suburban,Married,67,0.0,13,0.0,9,Corporate Auto,Corporate L3,Offer1,Agent,321.6,Four-Door Car,Medsize,A
NI46290,Oregon,4860.91,No,Basic,College,1/31/11,Employed,F,39429.0,Rural,Divorced,62,,6,,9,Corporate Auto,Corporate L3,Offer1,Call Center,102.47,Four-Door Car,Medsize,A
OZ19432,,4374.04,,Premium,High School or Below,1/14/11,Employed,F,34516.0,Rural,Married,113,12.0,70,3.0,1,Special Auto,Special L2,Offer4,Branch,42.95,Four-Door Car,Medsize,A
VI14730,Oregon,8382.63,Yes,Basic,High School or Below,2/4/11,Retired,M,19683.0,Suburban,Married,117,17.0,41,1.0,9,Personal Auto,Personal L2,Offer1,Web,561.6,Sports Car,Medsize,A
AK17025,Washington,5801.83,No,Extended,Bachelor,1/20/11,Unemployed,M,,Suburban,Single,83,17.0,28,0.0,4,Personal Auto,Personal L2,Offer1,Branch,597.6,Four-Door Car,Medsize,A
